,species,from,date,qty,1kg price,year,month,day
56768,(선)삼치,삼천포,2014.12.30,1812.0,1416.67,2014,12,30
56769,(선)삼치,부산(기장),2014.12.30,260.0,3000.0,2014,12,30
56771,(선)삼치,통영,2014.12.30,330.0,800.0,2014,12,30
56772,(선)삼치,부산(기장),2014.12.30,1000.0,1200.0,2014,12,30
56773,(선)삼치,삼천포,2014.12.30,960.0,2000.0,2014,12,30
56774,(냉)삼치,부산(기장),2014.12.30,900.0,1111.11,2014,12,30
56775,(냉)삼치,마산,2014.12.30,800.0,3050.0,2014,12,30
56776,(냉)삼치,마산,2014.12.30,1176.0,2857.14,2014,12,30
56780,(선)삼치,부산(기장),2014.12.31,336.0,2083.33,2014,12,31
56781,(선)삼치,통영,2014.12.31,190.0,800.0,2014,12,31
56782,(선)삼치,부산(기장),2014.12.31,1440.0,1250.0,2014,12,31
56783,(선)삼치,부산(기장),2014.12.31,920.0,2000.0,2014,12,31
56784,(선)삼치,부산(기장),2014.12.31,40.0,2000.0,2014,12,31
56785,(선)삼치,부산(기장),2014.12.31,4800.0,1666.67,2014,12,31
56787,(선)삼치,통영,2015.01.02,3570.0,2170.0,2015,01,02
56788,(선)삼치,삼천포,2015.01.02,320.0,2500.0,2015,01,02
56791,(선)삼치,삼천포,2015.01.02,40.0,4500.0,2015,01,02
56792,(선)삼치,삼천포,2015.01.02,30.0,3700.0,2015,01,02
56794,(선)삼치,통영,2015.01.02,910.0,1540.0,2015,01,02
56795,(선)삼치,통영,2015.01.02,3410.0,1550.0,2015,01,02
56796,(선)삼치,삼천포,2015.01.02,2000.0,2200.0,2015,01,02
56800,(선)삼치,통영,2015.01.02,600.0,1200.0,2015,01,02
56801,(선)삼치,삼천포,2015.01.02,490.0,2400.0,2015,01,02
56802,(선)삼치,삼천포,2015.01.02,3120.0,1250.0,2015,01,02
56804,(선)삼치,삼천포,2015.01.02,40.0,2200.0,2015,01,02
56806,(선)삼치,삼천포,2015.01.02,50.0,5000.0,2015,01,02
56807,(선)삼치,통영,2015.01.02,60.0,1420.0,2015,01,02
56809,(선)삼치,삼천포,2015.01.02,1200.0,2330.0,2015,01,02
56811,(냉)삼치,마산,2015.01.02,800.0,3475.0,2015,01,02
56812,(선)삼치,통영,2015.01.03,275.0,2000.0,2015,01,03
56813,(선)삼치,삼천포,2015.01.03,320.0,1400.0,2015,01,03
56814,(선)삼치,여수,2015.01.03,490.0,1400.0,2015,01,03
56815,(선)삼치,삼천포,2015.01.03,40.2,4600.0,2015,01,03
56816,(선)삼치,삼천포,2015.01.03,10.0,2000.0,2015,01,03
56818,(선)삼치,부산(기장),2015.01.03,1500.0,1800.0,2015,01,03
56819,(선)삼치,통영,2015.01.03,1370.0,1360.0,2015,01,03
56820,(선)삼치,삼천포,2015.01.03,800.0,1800.0,2015,01,03
56823,(선)삼치,통영,2015.01.03,50.0,2000.0,2015,01,03
56824,(선)삼치,여수,2015.01.03,570.0,1400.0,2015,01,03
56825,(선)삼치,통영,2015.01.03,490.0,800.0,2015,01,03
56826,(선)삼치,통영,2015.01.03,288.0,1666.67,2015,01,03
56827,(선)삼치,통영,2015.01.03,1632.0,1250.0,2015,01,03
56828,(선)삼치,통영,2015.01.03,1128.0,1666.67,2015,01,03
56831,(선)삼치,통영,2015.01.03,710.0,2000.0,2015,01,03
56834,(선)삼치,삼천포,2015.01.03,10.0,2000.0,2015,01,03
56835,(선)삼치,통영,2015.01.03,650.0,2000.0,2015,01,03
56836,(냉)삼치,부산(기장),2015.01.03,150.0,3933.33,2015,01,03
56837,(냉)삼치,부산(기장),2015.01.03,200.0,4500.0,2015,01,03
56838,(선)삼치,부산(기장),2015.01.05,39.3,5000.0,2015,01,05
56839,(선)삼치,삼천포,2015.01.05,150.0,2400.0,2015,01,05
56840,(선)삼치,부산(기장),2015.01.05,950.0,2840.0,2015,01,05
56841,(선)삼치,삼천포,2015.01.05,2400.0,1083.33,2015,01,05
56842,(선)삼치,부산(기장),2015.01.05,20.0,4000.0,2015,01,05
56843,(선)삼치,포항,2015.01.05,15.0,5333.33,2015,01,05
56844,(선)삼치,부산(기장),2015.01.05,540.0,2490.0,2015,01,05
56845,(선)삼치,부산(기장),2015.01.05,30.0,3000.0,2015,01,05
56846,(선)삼치,삼천포,2015.01.05,288.0,1666.67,2015,01,05
56848,(선)삼치,삼천포,2015.01.06,2030.0,2200.0,2015,01,06
56849,(선)삼치,삼천포,2015.01.06,4010.0,1550.0,2015,01,06
56850,(선)삼치,삼천포,2015.01.06,800.0,1600.0,2015,01,06
56851,(선)삼치,삼천포,2015.01.06,125.0,2000.0,2015,01,06
56852,(선)삼치,여수,2015.01.06,1000.0,1200.0,2015,01,06
56853,(선)삼치,삼천포,2015.01.06,14.0,4500.0,2015,01,06
56854,(선)삼치,통영,2015.01.06,1760.0,2060.0,2015,01,06
56855,(선)삼치,삼천포,2015.01.06,3500.0,2200.0,2015,01,06
56856,(선)삼치,통영,2015.01.06,690.0,800.0,2015,01,06
56857,(선)삼치,통영,2015.01.06,125.0,2800.0,2015,01,06
56858,(선)삼치,삼천포,2015.01.06,5832.0,1016.67,2015,01,06
56859,(선)삼치,삼천포,2015.01.06,200.0,3950.0,2015,01,06
56860,(선)삼치,통영,2015.01.06,1580.0,2200.0,2015,01,06
56861,(냉)삼치,마산,2015.01.06,1220.0,2460.0,2015,01,06
56862,(냉)삼치,마산,2015.01.06,1520.0,3035.0,2015,01,06
56863,(냉)삼치,부산(기장),2015.01.06,150.0,3000.0,2015,01,06
56864,(선)삼치,통영,2015.01.07,125.0,2400.0,2015,01,07
56865,(선)삼치,삼천포,2015.01.07,600.0,1600.0,2015,01,07
56866,(선)삼치,여수,2015.01.07,380.0,1200.0,2015,01,07
56867,(선)삼치,삼천포,2015.01.07,40.0,5000.0,2015,01,07
56868,(선)삼치,부산(기장),2015.01.07,1660.0,1650.0,2015,01,07
56869,(선)삼치,통영,2015.01.07,972.0,1000.0,2015,01,07
56870,(선)삼치,삼천포,2015.01.07,6750.0,2170.0,2015,01,07
56871,(선)삼치,통영,2015.01.07,600.0,700.0,2015,01,07
56874,(선)삼치,삼천포,2015.01.07,130.0,2000.0,2015,01,07
56875,(선)삼치,삼천포,2015.01.07,1200.0,1083.33,2015,01,07
56877,(선)삼치,삼천포,2015.01.07,420.0,2200.0,2015,01,07
56878,(선)삼치,삼천포,2015.01.07,3000.0,2050.0,2015,01,07
56879,(냉)삼치,부산(기장),2015.01.07,300.0,3000.0,2015,01,07
56880,(냉)삼치,부산(기장),2015.01.07,600.0,3000.0,2015,01,07
56881,(냉)삼치,마산,2015.01.07,760.0,3663.16,2015,01,07
56882,(선)삼치,삼천포,2015.01.08,1150.0,2200.0,2015,01,08
56884,(선)삼치,삼천포,2015.01.08,520.0,1600.0,2015,01,08
56886,(선)삼치,통영,2015.01.08,30.0,2500.0,2015,01,08
56888,(선)삼치,통영,2015.01.08,270.0,1200.0,2015,01,08
56890,(선)삼치,통영,2015.01.08,430.0,700.0,2015,01,08
56891,(선)삼치,통영,2015.01.08,36.0,2083.33,2015,01,08
56892,(선)삼치,통영,2015.01.08,468.0,1000.0,2015,01,08
56893,(선)삼치,통영,2015.01.08,936.0,2083.33,2015,01,08
56894,(선)삼치,삼천포,2015.01.08,110.0,2000.0,2015,01,08
56895,(선)삼치,통영,2015.01.08,400.0,2500.0,2015,01,08
56896,(냉)삼치,마산,2015.01.08,2000.0,3480.0,2015,01,08
56897,(냉)삼치,마산,2015.01.08,1200.0,2500.0,2015,01,08
56898,(냉)삼치,부산(기장),2015.01.08,1200.0,3000.0,2015,01,08
56900,(선)삼치,삼천포,2015.01.09,10.3,3500.0,2015,01,09
56904,(냉)삼치,마산,2015.01.09,2000.0,3480.0,2015,01,09
56905,(선)삼치,삼천포,2015.01.10,90.0,2500.0,2015,01,10
56906,(선)삼치,삼천포,2015.01.10,2040.0,2500.0,2015,01,10
56907,(선)삼치,삼천포,2015.01.10,125.0,2400.0,2015,01,10
56908,(선)삼치,삼천포,2015.01.10,2870.0,3500.0,2015,01,10
56909,(선)삼치,통영,2015.01.10,430.0,2570.0,2015,01,10
56911,(선)삼치,여수,2015.01.10,20.0,3000.0,2015,01,10
56912,(선)삼치,포항,2015.01.10,9.8,5500.0,2015,01,10
56913,(선)삼치,통영,2015.01.10,100.0,3700.0,2015,01,10
56914,(냉)삼치,마산,2015.01.10,4000.0,3480.0,2015,01,10
56915,(선)삼치,삼천포,2015.01.12,720.0,2500.0,2015,01,12
56916,(선)삼치,삼천포,2015.01.12,200.0,3000.0,2015,01,12
56917,(선)삼치,삼천포,2015.01.12,595.0,3000.0,2015,01,12
56918,(선)삼치,통영,2015.01.12,1000.0,1000.0,2015,01,12
56919,(선)삼치,삼천포,2015.01.12,5070.0,3000.0,2015,01,12
56920,(선)삼치,통영,2015.01.12,2670.0,2070.0,2015,01,12
56921,(선)삼치,삼천포,2015.01.12,125.0,2800.0,2015,01,12
56922,(선)삼치,여수,2015.01.12,300.0,2500.0,2015,01,12
56923,(선)삼치,삼천포,2015.01.12,3540.0,2020.0,2015,01,12
56924,(선)삼치,통영,2015.01.12,1860.0,3000.0,2015,01,12
56926,(선)삼치,삼천포,2015.01.13,440.0,2800.0,2015,01,13
56927,(선)삼치,삼천포,2015.01.13,385.0,3000.0,2015,01,13
56928,(선)삼치,삼천포,2015.01.13,1420.0,3000.0,2015,01,13
56929,(선)삼치,통영,2015.01.13,2550.0,2380.0,2015,01,13
56930,(선)삼치,통영,2015.01.13,170.0,2500.0,2015,01,13
56931,(선)삼치,삼천포,2015.01.13,125.0,2800.0,2015,01,13
56933,(선)삼치,삼천포,2015.01.13,150.0,2000.0,2015,01,13
56934,(선)삼치,통영,2015.01.13,1240.0,3000.0,2015,01,13
56935,(냉)삼치,마산,2015.01.13,1600.0,3000.0,2015,01,13
56936,(냉)삼치,부산(기장),2015.01.13,200.0,2750.0,2015,01,13
56937,(냉)삼치,마산,2015.01.13,1581.0,3529.41,2015,01,13
56938,(선)삼치,삼천포,2015.01.14,30.0,2700.0,2015,01,14
56939,(선)삼치,삼천포,2015.01.14,380.0,2690.0,2015,01,14
56940,(선)삼치,통영,2015.01.14,672.0,1250.0,2015,01,14
56941,(선)삼치,삼천포,2015.01.14,1760.0,3000.0,2015,01,14
56942,(선)삼치,통영,2015.01.14,1780.0,2280.0,2015,01,14
56943,(선)삼치,부산(기장),2015.01.14,8244.0,2125.0,2015,01,14
56944,(선)삼치,부산(기장),2015.01.14,1464.0,1250.0,2015,01,14
56945,(선)삼치,삼천포,2015.01.14,1500.0,2500.0,2015,01,14
56946,(선)삼치,삼천포,2015.01.14,100.0,2400.0,2015,01,14
56947,(선)삼치,삼천포,2015.01.14,1640.0,2500.0,2015,01,14
56948,(선)삼치,통영,2015.01.14,1520.0,2870.0,2015,01,14
56949,(선)삼치,부산(기장),2015.01.14,1740.0,2500.0,2015,01,14
56950,(냉)삼치,여수,2015.01.14,500.0,1000.0,2015,01,14
56951,(선)삼치,통영,2015.01.15,125.0,3200.0,2015,01,15
56952,(선)삼치,삼천포,2015.01.15,390.0,2500.0,2015,01,15
56954,(선)삼치,부산(기장),2015.01.15,470.0,1360.0,2015,01,15
56955,(선)삼치,부산(기장),2015.01.15,2020.0,2500.0,2015,01,15
56956,(선)삼치,삼천포,2015.01.15,1200.0,3000.0,2015,01,15
56957,(선)삼치,포항,2015.01.15,15.0,4666.67,2015,01,15
56958,(선)삼치,통영,2015.01.15,520.0,2500.0,2015,01,15
56959,(선)삼치,삼천포,2015.01.15,1680.0,1666.67,2015,01,15
56960,(선)삼치,통영,2015.01.15,600.0,2500.0,2015,01,15
56961,(선)삼치,삼천포,2015.01.15,300.0,2500.0,2015,01,15
56963,(선)삼치,삼천포,2015.01.15,2160.0,1916.67,2015,01,15
56965,(선)삼치,삼천포,2015.01.15,320.0,2200.0,2015,01,15
56966,(선)삼치,통영,2015.01.15,1780.0,3000.0,2015,01,15
56967,(냉)삼치,마산,2015.01.15,1000.0,2750.0,2015,01,15
56968,(냉)삼치,마산,2015.01.15,2400.0,2750.0,2015,01,15
56970,(선)삼치,삼천포,2015.01.16,170.0,2090.0,2015,01,16
56971,(선)삼치,삼천포,2015.01.16,1200.0,1083.33,2015,01,16
56972,(선)삼치,삼천포,2015.01.16,830.0,2260.0,2015,01,16
56973,(선)삼치,부산(기장),2015.01.16,2060.0,1660.0,2015,01,16
56974,(선)삼치,통영,2015.01.16,600.0,1833.33,2015,01,16
56975,(선)삼치,여수,2015.01.16,230.0,2170.0,2015,01,16
56976,(선)삼치,부산(기장),2015.01.16,20.0,1000.0,2015,01,16
56977,(선)삼치,삼천포,2015.01.16,1500.0,2000.0,2015,01,16
56978,(선)삼치,통영,2015.01.16,1700.0,2200.0,2015,01,16
56979,(선)삼치,부산(기장),2015.01.16,4890.0,1840.0,2015,01,16
56980,(선)삼치,부산(기장),2015.01.16,100.0,1300.0,2015,01,16
56981,(선)삼치,여수,2015.01.16,160.0,1350.0,2015,01,16
56982,(선)삼치,여수,2015.01.16,180.0,1300.0,2015,01,16
56983,(선)삼치,삼천포,2015.01.16,125.0,2000.0,2015,01,16
56984,(선)삼치,삼천포,2015.01.16,1600.0,1250.0,2015,01,16
56987,(선)삼치,삼천포,2015.01.17,1044.0,1666.67,2015,01,17
56988,(선)삼치,삼천포,2015.01.17,90.0,3333.33,2015,01,17
56989,(선)삼치,삼천포,2015.01.17,1200.0,2083.33,2015,01,17
56990,(선)삼치,부산(기장),2015.01.17,20.0,3500.0,2015,01,17
56991,(선)삼치,통영,2015.01.17,950.0,1280.0,2015,01,17
56992,(선)삼치,부산(기장),2015.01.17,2630.0,1300.0,2015,01,17
56993,(선)삼치,부산(기장),2015.01.17,10.0,3500.0,2015,01,17
56996,(냉)삼치,여수,2015.01.17,200.0,2500.0,2015,01,17
56997,(선)삼치,삼천포,2015.01.19,280.0,2000.0,2015,01,19
56998,(선)삼치,통영,2015.01.19,2420.0,2000.0,2015,01,19
56999,(선)삼치,남해,2015.01.19,320.0,2500.0,2015,01,19
57000,(선)삼치,삼천포,2015.01.19,25.0,3200.0,2015,01,19
57001,(선)삼치,남해,2015.01.19,320.0,1500.0,2015,01,19
57002,(선)삼치,여수,2015.01.19,350.0,1500.0,2015,01,19
57003,(선)삼치,부산(기장),2015.01.19,240.0,1500.0,2015,01,19
57004,(선)삼치,남해,2015.01.19,400.0,2500.0,2015,01,19
57005,(선)삼치,부산(기장),2015.01.19,6330.0,2630.0,2015,01,19
57006,(선)삼치,부산(기장),2015.01.19,96.0,1666.67,2015,01,19
57007,(선)삼치,통영,2015.01.19,1160.0,1090.0,2015,01,19
57009,(선)삼치,삼천포,2015.01.19,3000.0,833.33,2015,01,19
57010,(선)삼치,통영,2015.01.19,840.0,1083.33,2015,01,19
57011,(선)삼치,통영,2015.01.19,600.0,1666.67,2015,01,19
57014,(선)삼치,삼천포,2015.01.19,2148.0,1666.67,2015,01,19
57015,(선)삼치,남해,2015.01.19,640.0,1875.0,2015,01,19
57016,(선)삼치,부산(기장),2015.01.19,84.0,1250.0,2015,01,19
57017,(선)삼치,삼천포,2015.01.19,16.0,1250.0,2015,01,19
57018,(선)삼치,부산(기장),2015.01.19,36.0,1666.67,2015,01,19
57020,(선)삼치,삼천포,2015.01.20,800.0,2000.0,2015,01,20
57021,(선)삼치,통영,2015.01.20,500.0,600.0,2015,01,20
57022,(선)삼치,삼천포,2015.01.20,160.0,1000.0,2015,01,20
57023,(선)삼치,통영,2015.01.20,400.0,1500.0,2015,01,20
57024,(선)삼치,부산(기장),2015.01.20,70.0,2000.0,2015,01,20
57025,(선)삼치,부산(기장),2015.01.20,70.0,3000.0,2015,01,20
57026,(선)삼치,삼천포,2015.01.20,30.0,800.0,2015,01,20
57027,(선)삼치,삼천포,2015.01.20,125.0,2400.0,2015,01,20
57028,(선)삼치,삼천포,2015.01.20,1490.0,1190.0,2015,01,20
57029,(선)삼치,통영,2015.01.20,300.0,1830.0,2015,01,20
57030,(냉)삼치,여수,2015.01.20,500.0,1000.0,2015,01,20
57031,(선)삼치,삼천포,2015.01.21,380.0,2000.0,2015,01,21
57032,(선)삼치,삼천포,2015.01.21,1092.0,1666.67,2015,01,21
57033,(선)삼치,통영,2015.01.21,300.0,800.0,2015,01,21
57034,(선)삼치,포항,2015.01.21,15.0,2000.0,2015,01,21
57035,(선)삼치,통영,2015.01.21,2800.0,1520.0,2015,01,21
57036,(선)삼치,부산(기장),2015.01.21,8160.0,1425.0,2015,01,21
57037,(선)삼치,부산(기장),2015.01.21,3540.0,2390.0,2015,01,21
57038,(선)삼치,부산(기장),2015.01.21,410.0,1500.0,2015,01,21
57039,(선)삼치,부산(기장),2015.01.21,50.0,1500.0,2015,01,21
57040,(선)삼치,삼천포,2015.01.21,348.0,1666.67,2015,01,21
57041,(선)삼치,통영,2015.01.21,260.0,2200.0,2015,01,21
57042,(선)삼치,삼천포,2015.01.22,1000.0,2000.0,2015,01,22
57043,(선)삼치,삼천포,2015.01.22,110.0,950.0,2015,01,22
57045,(선)삼치,통영,2015.01.22,770.0,1200.0,2015,01,22
57046,(선)삼치,삼천포,2015.01.22,1176.0,1250.0,2015,01,22
57047,(선)삼치,통영,2015.01.22,600.0,700.0,2015,01,22
57048,(선)삼치,삼천포,2015.01.22,2000.0,2000.0,2015,01,22
57049,(선)삼치,통영,2015.01.22,1680.0,1500.0,2015,01,22
57050,(선)삼치,삼천포,2015.01.22,125.0,2400.0,2015,01,22
57051,(선)삼치,삼천포,2015.01.22,200.0,2600.0,2015,01,22
57052,(냉)삼치,마산,2015.01.22,3120.0,2750.0,2015,01,22
57053,(선)삼치,삼천포,2015.01.23,1000.0,2000.0,2015,01,23
57054,(선)삼치,삼천포,2015.01.23,1000.0,1400.0,2015,01,23
57056,(선)삼치,삼천포,2015.01.23,205.0,2400.0,2015,01,23
57057,(선)삼치,부산(기장),2015.01.23,10.0,1500.0,2015,01,23
57058,(선)삼치,삼천포,2015.01.23,75.0,2400.0,2015,01,23
57059,(선)삼치,부산(기장),2015.01.23,510.0,1300.0,2015,01,23
57060,(선)삼치,삼천포,2015.01.23,21.5,4651.16,2015,01,23
57061,(선)삼치,부산(기장),2015.01.23,8630.0,1940.0,2015,01,23
57062,(선)삼치,통영,2015.01.23,820.0,2130.0,2015,01,23
57063,(선)삼치,삼천포,2015.01.23,1000.0,2200.0,2015,01,23
57065,(선)삼치,부산(기장),2015.01.23,710.0,2000.0,2015,01,23
57066,(선)삼치,삼천포,2015.01.23,500.0,2000.0,2015,01,23
57067,(선)삼치,부산(기장),2015.01.23,60.0,1500.0,2015,01,23
57068,(선)삼치,삼천포,2015.01.23,1200.0,1083.33,2015,01,23
57070,(선)삼치,통영,2015.01.23,210.0,2000.0,2015,01,23
57071,(선)삼치,삼천포,2015.01.24,250.0,2200.0,2015,01,24
57072,(선)삼치,통영,2015.01.24,20.0,2200.0,2015,01,24
57073,(선)삼치,삼천포,2015.01.24,1440.0,1466.67,2015,01,24
57074,(선)삼치,여수,2015.01.24,400.0,1000.0,2015,01,24
57076,(선)삼치,삼천포,2015.01.24,740.0,2010.0,2015,01,24
57077,(선)삼치,통영,2015.01.24,1240.0,1510.0,2015,01,24
57078,(선)삼치,부산(기장),2015.01.24,1068.0,1833.33,2015,01,24
57079,(선)삼치,부산(기장),2015.01.24,15.0,3333.33,2015,01,24
57080,(선)삼치,삼천포,2015.01.24,320.0,3000.0,2015,01,24
57081,(선)삼치,통영,2015.01.24,400.0,2000.0,2015,01,24
57082,(냉)삼치,부산(기장),2015.01.24,1160.0,3000.0,2015,01,24
57085,(선)삼치,통영,2015.01.26,840.0,1833.33,2015,01,26
57086,(선)삼치,통영,2015.01.26,1200.0,1500.0,2015,01,26
57087,(선)삼치,통영,2015.01.26,4710.0,1410.0,2015,01,26
57088,(선)삼치,부산(기장),2015.01.26,2710.0,1700.0,2015,01,26
57089,(선)삼치,통영,2015.01.26,900.0,1000.0,2015,01,26
57090,(선)삼치,삼천포,2015.01.26,125.0,2000.0,2015,01,26
57091,(선)삼치,삼천포,2015.01.26,100.0,2000.0,2015,01,26
57092,(선)삼치,통영,2015.01.26,480.0,2000.0,2015,01,26
57093,(선)삼치,통영,2015.01.26,350.0,1200.0,2015,01,26
57094,(선)삼치,삼천포,2015.01.26,2230.0,1450.0,2015,01,26
57095,(선)삼치,통영,2015.01.26,400.0,2000.0,2015,01,26
57096,(선)삼치,삼천포,2015.01.27,80.0,1600.0,2015,01,27
57097,(선)삼치,삼천포,2015.01.27,1040.0,1140.0,2015,01,27
57098,(선)삼치,부산(기장),2015.01.27,1260.0,1810.0,2015,01,27
57099,(선)삼치,삼천포,2015.01.27,125.0,2400.0,2015,01,27
57100,(선)삼치,부산(기장),2015.01.27,1900.0,1100.0,2015,01,27
57101,(선)삼치,부산(기장),2015.01.27,372.0,1000.0,2015,01,27
57102,(선)삼치,부산(기장),2015.01.27,7032.0,1916.67,2015,01,27
57103,(선)삼치,통영,2015.01.27,860.0,1610.0,2015,01,27
57104,(선)삼치,삼천포,2015.01.27,2900.0,1740.0,2015,01,27
57105,(선)삼치,포항,2015.01.27,15.0,3333.33,2015,01,27
57106,(선)삼치,부산(기장),2015.01.27,12.0,833.33,2015,01,27
57107,(선)삼치,통영,2015.01.27,360.0,1666.67,2015,01,27
57108,(선)삼치,부산(기장),2015.01.27,1410.0,1500.0,2015,01,27
57109,(선)삼치,삼천포,2015.01.27,10.0,1200.0,2015,01,27
57110,(선)삼치,통영,2015.01.27,1310.0,1990.0,2015,01,27
57112,(선)삼치,여수,2015.01.28,200.0,1200.0,2015,01,28
57113,(선)삼치,부산(기장),2015.01.28,950.0,1400.0,2015,01,28
57114,(선)삼치,부산(기장),2015.01.28,10.0,3000.0,2015,01,28
57115,(선)삼치,통영,2015.01.28,300.0,700.0,2015,01,28
57116,(선)삼치,통영,2015.01.28,440.0,2790.0,2015,01,28
57117,(선)삼치,부산(기장),2015.01.28,10.0,3000.0,2015,01,28
57118,(선)삼치,부산(기장),2015.01.28,1580.0,1450.0,2015,01,28
57119,(선)삼치,부산(기장),2015.01.28,10.0,1300.0,2015,01,28
57120,(선)삼치,부산(기장),2015.01.28,260.0,500.0,2015,01,28
57121,(냉)삼치,부산(기장),2015.01.28,1316.0,3214.29,2015,01,28
57125,(선)삼치,부산(기장),2015.01.29,2680.0,1790.0,2015,01,29
57126,(선)삼치,부산(기장),2015.01.29,90.0,1500.0,2015,01,29
57127,(선)삼치,부산(기장),2015.01.29,15.0,4906.67,2015,01,29
57129,(냉)삼치,마산,2015.01.29,800.0,3175.0,2015,01,29
57130,(냉)삼치,마산,2015.01.29,800.0,3750.0,2015,01,29
57131,(선)삼치,부산(기장),2015.01.30,20.0,3000.0,2015,01,30
57132,(선)삼치,부산(기장),2015.01.30,150.0,2000.0,2015,01,30
57134,(선)삼치,포항,2015.01.30,80.0,1500.0,2015,01,30
57135,(선)삼치,부산(기장),2015.01.30,1690.0,3500.0,2015,01,30
57136,(선)삼치,부산(기장),2015.01.30,150.0,2000.0,2015,01,30
57137,(선)삼치,부산(기장),2015.01.30,10.0,2800.0,2015,01,30
57138,(선)삼치,부산(기장),2015.01.30,300.0,1700.0,2015,01,30
57139,(선)삼치,여수,2015.01.30,500.0,3500.0,2015,01,30
57141,(선)삼치,부산(기장),2015.01.30,600.0,2333.33,2015,01,30
57142,(선)삼치,삼천포,2015.01.31,20.0,500.0,2015,01,31
57143,(선)삼치,삼천포,2015.01.31,50.0,3500.0,2015,01,31
57144,(선)삼치,통영,2015.01.31,360.0,2200.0,2015,01,31
57145,(선)삼치,통영,2015.01.31,10.0,1000.0,2015,01,31
57147,(선)삼치,삼천포,2015.01.31,30.0,2500.0,2015,01,31
57148,(냉)삼치,부산(기장),2015.01.31,13340.0,2250.0,2015,01,31
57149,(선)삼치,삼천포,2015.02.02,108.0,2083.33,2015,02,02
57150,(선)삼치,삼천포,2015.02.02,10.0,1000.0,2015,02,02
57151,(선)삼치,부산(기장),2015.02.02,900.0,3500.0,2015,02,02
57152,(선)삼치,여수,2015.02.02,60.0,2000.0,2015,02,02
57153,(선)삼치,삼천포,2015.02.02,480.0,2083.33,2015,02,02
57154,(선)삼치,부산(기장),2015.02.02,240.0,2083.33,2015,02,02
57155,(선)삼치,부산(기장),2015.02.02,190.0,2500.0,2015,02,02
57156,(선)삼치,통영,2015.02.02,400.0,2300.0,2015,02,02
57157,(선)삼치,삼천포,2015.02.02,10.0,1000.0,2015,02,02
57158,(선)삼치,부산(기장),2015.02.02,1068.0,2916.67,2015,02,02
57159,(냉)삼치,마산,2015.02.02,1000.0,3175.0,2015,02,02
57160,(선)삼치,여수,2015.02.03,600.0,3500.0,2015,02,03
57161,(선)삼치,삼천포,2015.02.03,156.0,1666.67,2015,02,03
57162,(선)삼치,부산(기장),2015.02.03,1960.0,4200.0,2015,02,03
57163,(선)삼치,부산(기장),2015.02.03,730.0,3710.0,2015,02,03
57164,(선)삼치,부산(기장),2015.02.03,110.0,3000.0,2015,02,03
57165,(선)삼치,삼천포,2015.02.03,360.0,3333.33,2015,02,03
57166,(냉)삼치,여수,2015.02.03,440.0,1136.36,2015,02,03
57167,(냉)삼치,마산,2015.02.03,1400.0,3040.0,2015,02,03
57168,(냉)삼치,마산,2015.02.03,800.0,3000.0,2015,02,03
57169,(선)삼치,통영,2015.02.04,250.0,4400.0,2015,02,04
57170,(선)삼치,여수,2015.02.04,1330.0,4300.0,2015,02,04
57171,(선)삼치,삼천포,2015.02.04,168.0,2141.67,2015,02,04
57172,(선)삼치,삼천포,2015.02.04,90.0,3500.0,2015,02,04
57174,(선)삼치,통영,2015.02.04,60.0,2500.0,2015,02,04
57176,(선)삼치,삼천포,2015.02.04,48.0,3333.33,2015,02,04
57177,(선)삼치,여수,2015.02.04,210.0,3690.0,2015,02,04
57179,(선)삼치,삼천포,2015.02.04,528.0,3333.33,2015,02,04
57180,(선)삼치,삼천포,2015.02.04,1010.0,3370.0,2015,02,04
57181,(냉)삼치,여수,2015.02.04,210.0,2500.0,2015,02,04
57182,(선)삼치,부산(기장),2015.02.05,2748.0,2083.33,2015,02,05
57184,(선)삼치,부산(기장),2015.02.05,8180.0,2360.0,2015,02,05
57185,(선)삼치,부산(기장),2015.02.05,10.0,500.0,2015,02,05
57187,(선)삼치,부산(기장),2015.02.05,96.0,2500.0,2015,02,05
57188,(선)삼치,부산(기장),2015.02.05,70.0,3000.0,2015,02,05
57190,(선)삼치,삼천포,2015.02.05,700.0,2350.0,2015,02,05
57193,(선)삼치,부산(기장),2015.02.05,360.0,2880.0,2015,02,05
57194,(선)삼치,부산(기장),2015.02.05,1800.0,1250.0,2015,02,05
57195,(선)삼치,부산(기장),2015.02.05,7250.0,1770.0,2015,02,05
57196,(선)삼치,부산(기장),2015.02.05,2140.0,1460.0,2015,02,05
57197,(냉)삼치,부산(기장),2015.02.05,330.0,4000.0,2015,02,05
57198,(냉)삼치,부산(기장),2015.02.05,6760.0,2250.0,2015,02,05
57199,(냉)삼치,부산(기장),2015.02.05,1650.0,2746.67,2015,02,05
57200,(냉)삼치,마산,2015.02.05,3000.0,3290.0,2015,02,05
57201,(냉)삼치,마산,2015.02.05,4000.0,3750.0,2015,02,05
57204,(선)삼치,부산(기장),2015.02.06,375.0,2000.0,2015,02,06
57206,(선)삼치,부산(기장),2015.02.06,70.0,1000.0,2015,02,06
57207,(선)삼치,부산(기장),2015.02.06,10.0,5000.0,2015,02,06
57208,(선)삼치,부산(기장),2015.02.06,10.0,5000.0,2015,02,06
57210,(선)삼치,부산(기장),2015.02.06,4300.0,1340.0,2015,02,06
57212,(선)삼치,부산(기장),2015.02.06,10.0,5000.0,2015,02,06
